timestamp_s,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,gravity_x,gravity_y,gravity_z,gps_lat,gps_lon,gps_alt,gps_speed_mps,gps_accuracy_m,gps_heading_deg,gps_satellites
241.001,0.1687,-0.4305,10.3968,0.0826,0.0826,-0.108,-13.0,-44.06,28.88,0.0624,-0.0131,9.8064,52.60055,-1.477127,140.62,5.581,4.0,9.3,23
241.101,0.0683,-0.8431,10.5275,0.0206,0.0206,0.0413,-13.69,-44.12,29.25,-0.0075,-0.0221,9.8066,52.60055,-1.477127,140.62,5.581,4.0,9.3,23
241.2,0.5724,-0.4785,10.605,-0.0317,-0.0317,0.0105,-13.12,-44.25,29.06,0.0061,-0.0071,9.8066,52.60055,-1.477127,140.62,5.581,4.0,9.3,23
241.3,-0.7417,-0.2293,9.4666,0.0119,0.0119,0.0337,-13.31,-44.0,28.81,-0.0246,-0.0107,9.8066,52.60055,-1.477127,140.62,5.581,4.0,9.3,23
241.4,1.4047,-0.6026,10.0276,-0.0554,-0.0554,0.0528,-13.0,-44.62,29.44,-0.0049,0.0064,9.8066,52.60055,-1.477127,140.62,5.581,4.0,9.3,23
241.501,-0.0929,0.341,9.6288,0.0155,0.0155,0.0156,-12.62,-43.94,28.5,-0.006,-0.0237,9.8066,52.60055,-1.477127,140.62,5.581,4.0,9.3,23
241.601,1.3274,-1.7269,10.7917,-0.0977,-0.0977,0.0959,-13.62,-44.06,29.31,-0.0001,0.0088,9.8066,52.60055,-1.477127,140.62,5.581,4.0,9.3,23
241.701,2.7974,-2.5607,10.0448,-0.0238,-0.0238,0.174,-13.56,-44.81,29.31,-0.0276,-0.0283,9.8065,52.60055,-1.477127,140.62,5.581,4.0,9.3,23
241.803,-0.2247,0.1775,9.8425,0.0161,0.0161,0.0778,-12.75,-44.06,29.13,0.0053,-0.0316,9.8066,52.60055,-1.477127,140.62,5.581,4.0,9.3,23
241.901,-1.0989,-0.856,9.8425,0.0116,0.0116,0.0628,-13.69,-43.94,29.94,-0.0089,-0.0231,9.8066,52.60055,-1.477127,140.62,5.581,4.0,9.3,23
242.0,4.5855,-0.6906,9.5469,-0.0271,-0.0271,0.2155,-13.12,-44.06,29.81,0.0627,0.0275,9.8063,52.60055,-1.477127,140.62,5.581,4.0,9.3,23
242.1,-1.1476,-0.6734,9.4709,0.0309,0.0309,0.0685,-13.62,-44.19,29.81,0.0028,0.0052,9.8066,52.60055,-1.477127,140.62,5.581,4.0,9.3,23
242.2,0.8706,-0.7486,8.9975,-0.0254,-0.0254,-0.0458,-13.5,-44.62,29.38,-0.0047,0.0138,9.8066,52.60055,-1.477127,140.62,5.581,4.0,9.3,23
242.301,-0.5417,-1.4464,9.9106,-0.0316,-0.0316,0.1249,-13.56,-44.62,29.0,-0.0103,0.0112,9.8066,52.60055,-1.477127,140.62,5.581,4.0,9.3,23
242.4,-0.5538,0.8934,10.0571,0.0297,0.0297,0.0646,-13.31,-43.94,29.25,0.0016,0.0225,9.8066,52.60055,-1.477127,140.62,5.581,4.0,9.3,23
242.5,-0.1074,0.0006,9.8808,0.0024,0.0024,-0.0002,-13.19,-44.25,29.06,0.0174,-0.0206,9.8066,52.60055,-1.477127,140.62,5.581,4.0,9.3,23
242.601,1.1025,-0.2351,10.2803,-0.0045,-0.0045,0.1218,-13.75,-44.19,29.44,0.0261,0.0,9.8065,52.60055,-1.477127,140.62,5.581,4.0,9.3,23
242.701,1.3388,0.3127,10.0918,-0.1071,-0.1071,0.0458,-13.87,-43.75,28.63,0.0006,-0.0247,9.8066,52.60055,-1.477127,140.62,5.581,4.0,9.3,23
242.8,-0.1711,-1.9976,9.3096,-0.1707,-0.1707,0.1864,-13.81,-44.0,29.5,0.0268,-0.0051,9.8066,52.60055,-1.477127,140.62,5.581,4.0,9.3,23
242.9,0.4656,0.819,9.4659,0.0096,0.0096,-0.1901,-14.12,-43.62,29.19,-0.0549,0.0018,9.8065,52.601826,-1.476819,139.34,3.814,4.0,7.38,21
243.001,0.6475,-0.1833,10.2742,0.062,0.062,-0.0431,-14.0,-43.81,29.0,-0.0275,-0.0027,9.8065,52.601826,-1.476819,139.34,3.814,4.0,7.38,21
243.101,0.4743,-0.4442,10.2655,0.0676,0.0676,-0.0641,-13.75,-44.25,29.75,-0.024,-0.0081,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,21
243.201,0.4314,-0.0362,9.9341,-0.0366,-0.0366,0.0815,-13.69,-43.75,30.06,0.0007,0.0028,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,21
243.301,1.1439,-0.918,9.6419,-0.0592,-0.0592,0.2082,-14.12,-43.94,29.38,-0.0016,-0.0284,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,21
243.403,2.414,-0.0306,10.1026,0.1084,0.1084,0.2167,-14.75,-43.69,28.63,0.0545,0.0452,9.8063,52.601826,-1.476819,139.34,3.814,4.0,7.38,21
243.5,-2.1019,-1.5577,9.402,-0.1887,-0.1887,0.1127,-14.56,-43.75,29.63,0.032,-0.0489,9.8064,52.601826,-1.476819,139.34,3.814,4.0,7.38,21
243.6,-3.2766,-0.2679,9.9604,-0.121,-0.121,0.2797,-14.69,-43.06,28.94,0.0548,0.013,9.8064,52.601826,-1.476819,139.34,3.814,4.0,7.38,21
243.7,0.346,-2.0535,11.0363,0.0839,0.0839,-0.0804,-14.25,-43.5,29.5,-0.0211,-0.0066,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,21
243.8,-0.2843,0.8313,10.0825,-0.0353,-0.0353,0.1661,-14.56,-43.94,28.81,-0.0138,0.0212,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,21
243.9,-1.1068,-4.3882,10.0702,0.0506,0.0506,0.0619,-13.62,-44.31,29.75,-0.0155,0.0151,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,21
244.001,2.3153,-0.2766,8.7737,-0.0017,-0.0017,-0.1472,-14.56,-43.94,29.81,-0.0069,0.0387,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,21
244.101,1.9422,-2.202,9.7903,0.0814,0.0814,0.0611,-14.44,-44.0,29.13,0.0201,0.06,9.8064,52.601826,-1.476819,139.34,3.814,4.0,7.38,21
244.201,2.9359,-1.7386,9.3925,0.0241,0.0241,-0.0543,-13.94,-44.5,29.38,0.0034,0.01,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,21
244.3,-0.2218,-0.0068,9.4277,-0.0404,-0.0404,0.0319,-13.94,-44.94,29.81,0.0153,0.0033,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,21
244.4,0.6154,-2.7337,9.8822,0.0371,0.0371,0.0001,-14.06,-44.12,29.44,0.0003,-0.0273,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,21
244.501,1.1102,-1.6724,10.0704,-0.0118,-0.0118,-0.0056,-13.5,-44.12,29.0,0.0061,-0.0219,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,21
244.6,-0.6782,-0.5592,10.4514,-0.0285,-0.0285,-0.0317,-14.06,-43.81,28.63,0.0163,-0.0302,9.8065,52.601826,-1.476819,139.34,3.814,4.0,7.38,21
244.7,1.0709,-0.525,9.9046,0.0586,0.0586,-0.0754,-13.94,-44.37,29.0,-0.0057,-0.02,9.8065,52.601826,-1.476819,139.34,3.814,4.0,7.38,21
244.8,0.0861,-0.9338,10.0192,0.0237,0.0237,-0.0771,-14.44,-44.5,29.5,-0.008,-0.0184,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,21
244.901,-0.1093,-0.0864,10.4145,-0.0099,-0.0099,0.0243,-14.56,-43.94,29.06,-0.0038,-0.0098,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
245.0,-0.0982,0.345,8.8319,0.1007,0.1007,0.1979,-14.5,-43.62,29.69,0.0019,0.0156,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
245.1,0.8467,1.9091,8.5038,0.0241,0.0241,-0.2145,-14.75,-44.06,29.0,-0.0669,-0.0153,9.8064,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
245.2,-0.5168,-2.8984,9.7285,0.0844,0.0844,0.1086,-14.0,-44.44,29.19,-0.0337,0.0281,9.8065,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
245.3,-2.2394,-2.3864,11.0202,0.0371,0.0371,0.0588,-14.5,-44.44,28.75,-0.0165,0.0116,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
245.4,-0.6612,-1.9963,9.4791,0.0368,0.0368,-0.0153,-14.62,-44.87,29.81,0.011,0.0346,9.8065,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
245.5,-0.9334,-0.0787,9.167,-0.1503,-0.1503,0.061,-14.87,-43.44,28.75,0.0495,-0.0002,9.8065,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
245.6,0.6532,-0.7382,10.5528,-0.1446,-0.1446,0.0269,-14.81,-44.0,28.69,0.0357,-0.0053,9.8065,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
245.701,-0.4873,-0.3938,10.1343,0.0156,0.0156,-0.0877,-14.19,-44.94,29.5,0.0022,0.0215,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
245.801,-0.0726,-0.7357,9.6687,0.0345,0.0345,-0.1703,-14.12,-44.81,29.5,-0.0342,0.0103,9.8065,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
245.901,-0.9303,-1.7819,9.3885,-0.0728,-0.0728,0.0414,-14.31,-44.06,29.63,0.0137,-0.0061,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
246.001,-2.0249,-1.268,10.1879,0.0023,0.0023,-0.2353,-13.69,-44.31,29.88,-0.0151,-0.0199,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
246.1,-0.0307,0.5409,8.7425,-0.0696,-0.0696,0.0225,-13.75,-44.31,29.38,0.0424,-0.0079,9.8065,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
246.201,0.5917,-0.0626,9.3525,0.0019,0.0019,0.0626,-13.62,-44.06,29.25,0.0177,0.0434,9.8065,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
246.301,-1.4979,-0.632,10.131,-0.027,-0.027,0.052,-13.87,-44.31,29.13,0.0056,0.007,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
246.401,0.8141,-1.2857,10.3419,0.0772,0.0772,0.0033,-13.56,-44.12,29.25,0.0242,-0.0219,9.8065,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
246.501,2.1811,1.8431,9.4446,-0.0238,-0.0238,-0.1816,-13.5,-44.31,29.5,-0.0054,-0.0345,9.8065,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
246.601,-1.7973,-0.9909,10.9179,-0.101,-0.101,0.0026,-13.62,-44.12,28.94,-0.0145,-0.0257,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
246.701,3.3073,0.6964,9.9631,0.0619,0.0619,-0.2405,-14.12,-44.37,29.56,-0.0506,-0.0373,9.8064,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
246.801,-1.4869,-0.1752,8.9581,0.0308,0.0308,-0.0788,-13.62,-44.12,29.38,-0.0086,0.0044,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
246.901,1.3813,0.6854,10.1588,-0.0214,-0.0214,-0.1566,-14.06,-44.62,29.38,-0.0306,-0.0036,9.8065,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
247.0,0.3927,0.8315,9.4709,0.0627,0.0627,0.0129,-13.0,-44.62,29.31,-0.0067,0.0079,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
247.1,0.475,0.586,10.1123,0.0681,0.0681,-0.0103,-13.5,-44.75,28.81,0.0135,-0.005,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
247.2,0.1716,-0.4056,9.6962,-0.0045,-0.0045,-0.0465,-13.69,-45.06,29.5,0.0069,-0.0044,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
247.3,0.2157,2.1026,9.7171,0.0862,0.0862,-0.054,-13.0,-44.31,29.56,-0.0142,0.004,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
247.401,0.1898,0.3723,10.0371,-0.0222,-0.0222,-0.0822,-13.56,-44.62,29.31,-0.0108,-0.0208,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
247.501,1.4073,-0.4198,9.8342,0.0104,0.0104,-0.0264,-13.25,-43.87,29.38,-0.0084,-0.0152,9.8065,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
247.601,-2.2596,-1.2695,9.2877,0.0484,0.0484,0.2067,-13.69,-44.69,29.0,0.0194,-0.0109,9.8065,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
247.701,0.2482,1.5249,11.3983,0.1991,0.1991,-0.0736,-13.75,-44.62,29.38,-0.0148,-0.0112,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
247.8,-0.5566,-0.8857,8.8112,0.1387,0.1387,-0.0232,-13.19,-44.0,29.13,-0.012,-0.0065,9.8065,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
247.9,-0.77,-1.1844,11.0394,0.0783,0.0783,-0.1351,-13.5,-44.75,29.75,-0.019,-0.0292,9.8065,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
248.0,1.0716,1.8034,9.6635,0.1213,0.1213,-0.0175,-14.0,-44.94,29.13,0.0322,-0.0412,9.8064,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
248.101,-3.4336,-0.1293,9.4148,-0.0184,-0.0184,0.2297,-13.87,-44.12,29.31,0.0437,0.0137,9.8064,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
248.201,1.9724,-1.1958,10.0532,-0.0453,-0.0453,0.0221,-13.19,-44.75,29.13,0.0194,-0.015,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
248.3,-2.2455,-3.0486,10.0722,-0.0386,-0.0386,0.2452,-13.56,-44.5,29.06,0.0259,0.0186,9.8065,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
248.4,-0.1187,1.4065,10.3022,-0.0955,-0.0955,-0.103,-13.87,-44.31,29.38,-0.0113,-0.0388,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
248.501,1.5433,0.3653,9.4302,-0.0086,-0.0086,0.0102,-13.81,-44.25,29.63,0.0162,-0.0082,9.8065,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
248.6,-2.7473,-1.1722,11.038,-0.0765,-0.0765,-0.2499,-14.19,-43.94,29.25,-0.0062,-0.0503,9.8064,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
248.7,1.3196,2.6388,9.1196,-0.0136,-0.0136,-0.3275,-13.69,-44.87,30.06,0.0056,-0.0453,9.8065,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
248.8,-2.2031,-1.4854,9.4054,0.0859,0.0859,-0.2463,-13.44,-43.81,29.13,-0.0369,-0.0181,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
248.9,1.2014,-1.7926,10.3107,-0.224,-0.224,-0.0697,-13.75,-44.12,29.56,0.0069,-0.0279,9.8065,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
249.0,-0.5433,-2.1665,10.418,-0.0668,-0.0668,0.0521,-13.5,-44.0,29.5,-0.0037,0.0052,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
249.101,0.1385,-0.9839,9.5252,-0.0422,-0.0422,-0.0957,-14.19,-44.06,29.44,-0.0062,-0.0429,9.8065,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
249.201,-3.7604,-0.7741,9.8011,-0.0533,-0.0533,0.2035,-13.69,-43.87,29.25,0.0229,0.0011,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
249.301,0.8804,0.3451,10.1863,0.019,0.019,-0.1221,-13.56,-44.0,29.63,-0.0365,-0.0068,9.8065,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
249.401,0.0411,-0.0346,9.5055,-0.0755,-0.0755,0.1554,-13.94,-44.56,29.19,0.0232,0.0093,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
249.501,2.7378,0.8158,11.0303,0.2778,0.2778,-0.349,-13.56,-44.56,29.75,-0.0788,0.0141,9.8062,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
249.601,-0.1376,-1.8524,7.4832,0.1025,0.1025,-0.2266,-13.12,-45.06,29.44,-0.079,0.0523,9.8061,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
249.701,1.5239,-0.8398,11.4483,0.0997,0.0997,-0.1093,-13.31,-44.37,29.31,-0.035,0.024,9.8065,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
249.801,0.0687,-1.9882,9.6964,0.0365,0.0365,-0.0635,-13.56,-44.5,29.56,-0.021,0.0066,9.8065,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
249.901,0.5735,0.2769,8.0157,-0.1867,-0.1867,0.0234,-13.44,-44.94,29.94,0.0184,-0.0222,9.8065,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
250.0,3.6467,-1.4471,10.382,-0.0543,-0.0543,0.2575,-13.06,-44.31,30.81,0.066,0.0145,9.8064,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
250.1,3.3796,2.3062,10.0973,-0.2255,-0.2255,-0.0578,-12.87,-44.62,29.63,-0.0184,0.0089,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
250.2,-1.6225,-1.0224,9.5445,-0.0123,-0.0123,0.1918,-12.44,-44.94,30.5,0.0352,-0.0041,9.8065,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
250.3,0.0717,-2.4743,10.7177,0.1182,0.1182,-0.1578,-12.5,-44.81,29.56,-0.0289,-0.0024,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
250.4,1.498,0.1051,9.8567,0.0397,0.0397,0.1033,-12.94,-44.5,30.0,0.0039,0.0039,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
250.5,1.389,-1.6813,9.9109,0.0287,0.0287,-0.0482,-12.87,-43.94,30.38,-0.0019,-0.0177,9.8065,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
250.6,0.7967,-0.8384,9.2319,-0.0691,-0.0691,-0.0112,-13.0,-44.37,29.94,0.0005,-0.0093,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
250.7,0.004,0.3019,9.6179,0.0561,0.0561,-0.0016,-12.94,-44.5,30.13,-0.0085,0.018,9.8065,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
250.8,1.4574,1.9214,9.0893,-0.0066,-0.0066,-0.1165,-13.12,-44.75,30.0,-0.0214,0.0052,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
250.901,0.1508,-1.2507,10.3907,0.0616,0.0616,0.0199,-13.06,-44.69,30.38,0.005,0.0332,9.8065,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
251.002,-1.2663,0.0645,10.1154,0.0987,0.0987,-0.2147,-12.75,-44.69,29.88,-0.0247,-0.0242,9.8065,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
251.1,1.7684,-0.1803,9.9057,-0.0257,-0.0257,0.0175,-12.56,-44.37,29.94,0.0244,-0.0206,9.8065,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
251.2,-0.0925,-0.6873,10.5209,-0.0704,-0.0704,0.0208,-12.62,-44.19,30.25,0.0118,-0.0184,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
251.3,2.1031,-0.5604,8.8231,-0.1288,-0.1288,-0.1,-12.56,-44.37,29.56,0.0145,-0.0296,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
251.4,-0.0398,-1.4569,9.9043,-0.0725,-0.0725,-0.058,-12.75,-44.0,30.06,-0.0073,-0.0111,9.8065,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
251.505,1.3997,-1.5965,9.7205,0.0452,0.0452,-0.0419,-13.06,-44.06,30.06,-0.0267,0.0062,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
251.601,-0.4478,-2.3685,11.0076,0.1156,0.1156,0.0509,-12.94,-43.75,29.75,-0.0164,0.003,9.8066,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
251.701,0.9066,0.1324,9.378,-0.0679,-0.0679,-0.0331,-13.19,-44.0,30.06,-0.0026,-0.0221,9.8065,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
251.8,1.0554,-0.9711,10.0008,0.0337,0.0337,0.0974,-13.19,-43.69,30.13,0.0088,0.0052,9.8065,52.601826,-1.476819,139.34,3.814,4.0,7.38,22
251.904,-1.2813,-1.162,10.1134,-0.1231,-0.1231,-0.029,-13.19,-44.12,30.19,-0.0004,-0.0237,9.8066,52.602936,-1.476594,138.61,4.05,4.0,5.44,22
252.0,-0.8006,0.3194,8.7997,-0.1153,-0.1153,0.054,-13.0,-44.75,30.31,0.0156,-0.0075,9.8065,52.602936,-1.476594,138.61,4.05,4.0,5.44,22
252.1,0.5856,-1.5107,11.3881,0.2141,0.2141,-0.1052,-13.31,-44.5,29.06,-0.0304,0.0021,9.8066,52.602936,-1.476594,138.61,4.05,4.0,5.44,22
252.2,-1.5853,-1.3319,9.1132,0.1883,0.1883,-0.1957,-12.94,-44.31,30.19,-0.0478,0.0039,9.8065,52.602936,-1.476594,138.61,4.05,4.0,5.44,22
252.3,0.459,0.8005,11.0658,-0.0617,-0.0617,-0.1265,-13.0,-44.75,30.19,0.0114,-0.047,9.8064,52.602936,-1.476594,138.61,4.05,4.0,5.44,22
252.401,-0.1031,-0.3595,10.6426,0.0712,0.0712,-0.225,-12.87,-44.44,30.0,-0.0275,-0.023,9.8065,52.602936,-1.476594,138.61,4.05,4.0,5.44,22
252.501,0.8626,0.3192,9.3658,-0.1802,-0.1802,-0.0033,-12.94,-44.37,29.81,0.0313,-0.032,9.8065,52.602936,-1.476594,138.61,4.05,4.0,5.44,22
252.601,0.0113,0.7235,9.8777,-0.2058,-0.2058,-0.0552,-12.87,-44.69,29.69,0.0753,0.0081,9.8063,52.602936,-1.476594,138.61,4.05,4.0,5.44,22
252.7,0.3798,-0.4318,9.7653,-0.0632,-0.0632,0.0282,-12.44,-44.81,29.38,0.0385,0.0138,9.8065,52.602936,-1.476594,138.61,4.05,4.0,5.44,22
252.8,-0.1301,0.225,9.9417,0.0332,0.0332,0.1038,-12.25,-45.0,29.88,-0.023,-0.0449,9.8065,52.602936,-1.476594,138.61,4.05,4.0,5.44,22
252.901,-0.4511,0.4831,9.4004,-0.0796,-0.0796,0.0736,-12.12,-44.87,29.31,0.0038,-0.0029,9.8066,52.602936,-1.476594,138.61,4.05,4.0,5.44,22
253.0,-0.2996,0.2239,9.6849,-0.0331,-0.0331,0.0055,-12.56,-44.94,29.88,0.0256,0.0108,9.8065,52.602936,-1.476594,138.61,4.05,4.0,5.44,22
253.101,-0.1295,-0.3867,10.2413,0.0446,0.0446,-0.0475,-12.19,-45.19,29.38,-0.0029,-0.0043,9.8066,52.602936,-1.476594,138.61,4.05,4.0,5.44,22
253.2,-0.9256,1.2221,9.2751,0.1469,0.1469,-0.1293,-12.12,-45.25,29.81,-0.0143,0.0062,9.8066,52.602936,-1.476594,138.61,4.05,4.0,5.44,22
253.301,0.5592,-0.1469,9.4302,0.0119,0.0119,0.0541,-11.69,-44.56,29.44,0.0212,-0.0033,9.8066,52.602936,-1.476594,138.61,4.05,4.0,5.44,22
253.401,0.7762,-0.9427,10.3385,0.0408,0.0408,0.0146,-11.69,-44.81,29.31,0.0135,-0.0031,9.8066,52.602936,-1.476594,138.61,4.05,4.0,5.44,22
253.501,-0.4123,-0.6362,10.1105,-0.0352,-0.0352,0.1598,-11.94,-44.37,29.88,-0.0067,-0.0418,9.8065,52.602936,-1.476594,138.61,4.05,4.0,5.44,22
253.601,0.4769,-0.7096,10.4756,-0.0927,-0.0927,0.0543,-12.37,-44.25,30.0,0.0289,-0.0013,9.8066,52.602936,-1.476594,138.61,4.05,4.0,5.44,22
253.701,-0.2719,0.38,9.3097,0.0154,0.0154,-0.0367,-12.56,-44.87,30.06,-0.0075,0.0008,9.8066,52.602936,-1.476594,138.61,4.05,4.0,5.44,22
253.801,1.6287,-0.907,9.9446,-0.0419,-0.0419,0.032,-11.19,-45.19,29.81,0.0111,0.0165,9.8065,52.602936,-1.476594,138.61,4.05,4.0,5.44,22
253.901,-0.2307,0.4339,10.4312,0.0886,0.0886,-0.0872,-11.81,-44.75,30.25,-0.0205,-0.0016,9.8066,52.602936,-1.476594,138.61,4.05,4.0,5.44,22
254.001,-0.2639,-0.3519,9.6511,0.0016,0.0016,-0.0888,-11.44,-44.75,29.75,-0.0138,0.0079,9.8066,52.602936,-1.476594,138.61,4.05,4.0,5.44,22
254.101,-0.1178,0.5666,10.1153,0.0897,0.0897,-0.0281,-12.0,-45.19,30.75,-0.0321,-0.0114,9.8066,52.602936,-1.476594,138.61,4.05,4.0,5.44,22
254.201,0.1101,-0.0681,9.1736,0.0231,0.0231,-0.0797,-11.75,-45.0,30.13,-0.0169,-0.0035,9.8066,52.602936,-1.476594,138.61,4.05,4.0,5.44,22
254.3,0.0533,-0.3222,10.3764,0.0393,0.0393,0.0278,-12.56,-45.69,30.13,-0.0143,-0.0081,9.8066,52.602936,-1.476594,138.61,4.05,4.0,5.44,22
254.401,-0.3482,0.3615,9.8292,-0.0227,-0.0227,0.0163,-11.62,-44.94,30.38,-0.0059,-0.01,9.8066,52.602936,-1.476594,138.61,4.05,4.0,5.44,22
254.5,-0.493,0.3511,9.686,-0.048,-0.048,0.1047,-11.87,-45.0,30.5,0.012,-0.0022,9.8066,52.602936,-1.476594,138.61,4.05,4.0,5.44,22
254.6,-0.8234,0.581,10.1383,-0.0073,-0.0073,-0.0855,-12.12,-44.94,29.81,0.009,-0.0048,9.8066,52.602936,-1.476594,138.61,4.05,4.0,5.44,22
254.7,1.3756,1.2408,9.0041,-0.0352,-0.0352,-0.0735,-12.12,-44.69,30.19,-0.0115,-0.0074,9.8066,52.602936,-1.476594,138.61,4.05,4.0,5.44,22
254.801,-0.5117,1.5793,9.6991,-0.0383,-0.0383,-0.0652,-11.75,-44.87,29.88,-0.0094,-0.0251,9.8066,52.602936,-1.476594,138.61,4.05,4.0,5.44,22
254.9,-0.6594,-0.1917,10.1499,0.0407,0.0407,-0.0188,-11.37,-44.75,30.63,-0.0131,0.0146,9.8066,52.602936,-1.476594,138.61,4.05,4.0,5.44,23
255.001,0.6553,-0.19,9.6734,0.0448,0.0448,0.0352,-11.69,-44.44,30.19,0.0087,-0.0075,9.8065,52.602936,-1.476594,138.61,4.05,4.0,5.44,23
255.101,0.036,-0.075,10.2484,0.0524,0.0524,0.0014,-11.69,-44.87,30.69,-0.0099,-0.019,9.8066,52.602936,-1.476594,138.61,4.05,4.0,5.44,23
255.2,0.3998,-0.1122,9.976,0.0224,0.0224,0.0094,-11.69,-44.87,30.44,0.008,0.0069,9.8066,52.602936,-1.476594,138.61,4.05,4.0,5.44,23
255.301,-0.5093,-0.5212,9.568,-0.0199,-0.0199,0.0634,-11.56,-45.12,30.88,0.0072,0.011,9.8065,52.602936,-1.476594,138.61,4.05,4.0,5.44,23
255.401,1.1913,-1.4791,9.6337,0.0418,0.0418,0.0345,-11.94,-45.06,30.69,0.0127,0.002,9.8066,52.602936,-1.476594,138.61,4.05,4.0,5.44,23
255.5,-0.5115,-0.4288,9.9559,0.0411,0.0411,-0.0419,-11.81,-44.69,29.88,0.0007,0.006,9.8066,52.602936,-1.476594,138.61,4.05,4.0,5.44,23
